Column1,DIRECTORIO,DIRECTORIO_HOG,DIRECTORIO_PER,NVCAP99,DPTOMPIO,FEX_C,LOCALIDAD_TEX,COD_UPZ,CODLOCALIDAD,NVCBP1,NVCBP2,NVCBP3,NVCBP4,NVCBP5,NVCBP6,NVCBP7,NVCBP8A,NVCBP8B,NVCBP8C,NVCBP8E,NVCBP8F,NVCBP10,NVCBP11AA,NVCBP11DA,NVCBP13,NVCBP14A,NVCBP14C,NVCBP14D,NVCBP14E,NVCBP14F,NVCBP14G,NVCBP14I,NVCBP14K,NVCBP15A,NVCBP15C,NVCBP15D,NVCBP15E,NVCBP15F,NVCBP15G,NVCBP15H,NHCCP1,NHCCP2,NHCCP3,NHCCP5,NHCCP6,NHCCP7,NHCCP9,NHCCP10,NHCCP11,NHCCP12,NHCCP14,NHCCP14A,NHCCP15A,NHCCPCTRL2,NHCCP19,NHCCP20,NHCCP20A,NHCCP24,NHCCP26,NHCCP26A,NHCCP28A,NHCCP29A,NHCCP32,NHCCP35A,NHCCP38,NHCCP393,NHCCP39C,NHCCP39D,NHCCP39E,NHCCP39F,NHCCP39G,NHCCP399,NHCCP40A,NHCCP40D,NHCCP40E,NHCCP40F,NHCCP40G,NHCCP40H,NHCCP40I,NHCCP40J,NHCCP40K,NHCCP40L,NHCCP41,NHCCP41A,NHCCP41B,NHCCP42,NHCCP42A,NHCCP42CB,NHCCP44,NHCCP44B,NHCCP45,NHCCP45A,NHCCP45B,NHCCP46A,NHCCP46B,NHCCP46C,NHCCP46D,NHCCP46E,NHCCP46F,NHCCP46G,NHCCP46H,NHCCP46I,NHCCP46J,NHCCP46K,NHCCP46L,NHCCP46M,NHCDP1,NHCDP2,NHCDP2A,NHCDP2B,NHCDP3,NHCDP4,NHCDP4A,NHCDP4B,NHCDP5,NHCDP6,NHCDP6A,NHCDP6B,NHCDP7,NHCDP7A,NHCDP10,NHCDP10A,NHCDP11,NHCDP11B,NHCDP13,NHCDP15,NHCDP17,NHCDP17A,NHCDP18,NHCDP18B,NHCDP20,NHCDP21,NHCDP23,NHCDP23B,NHCDP24,NHCDP25,NHCDP25A,NHCDP26,NHCDP26A,NHCDP27,NHCDP27B,NHCDP29,NHCDP29B,NHCDP30A,NHCDP30B,NHCDP31,NHCDP32,NHCDP32B,ORDEN.E,NPCEP4,NPCEP5,NPCEP6,NPCEP7,NPCEP8A,NPCEP9,NPCEP9A,NPCEP9B,NPCEP10,NPCEP11A,NPCEP11AA,NPCEP11AB,NPCEP11AC,NPCEP11,NPCEP13,NPCEP13A,NPCEP13B,NPCEP13C,NPCEP15,NPCEP16A1,NPCEP16AA,NPCEP16AB,NPCEP16B1,NPCEP18,NPCEP19,NPCEP21,NPCEP21A,NPCEP22,NPCEP22A,NPCEP24,NPCEP24A,NPCEP25,NPCEP25A,NPCEP26,NPCEP5A,ORDEN.F,NPCFP2,NPCFP3,NPCFP5,NPCFP7,NPCFP8,NPCFP8A,NPCFP9,NPCFP11,NPCFP11A,NPCFP12,NPCFP14A,NPCFP14B,NPCFP14D,NPCFP14E,NPCFP14J,NPCFP15,NPCFP16,NPCFP18,NPCFP19,NPCFP20,NPCFP22,NPCFP23,NPCFP24,NPCFP24A,NPCFP24B,NPCFP26,NPCFP26A,NPCFP27,NPCFP29,NPCFP30,NPCFP32,NPCFP33A,NPCFP33AA,NPCFP33B,NPCFP33BA,NPCFP33C,NPCFP33CA,NPCFP33DA,NPCFP33E,NPCFP33EA,NPCFP33FA,NPCFP34,NPCFP35A,NPCFP35AA,NPCFP35BA,NPCFP36,NPCFP37,NPCFP39,NPCFP39A,NPCFP40A,NPCFP40B,NPCFP40C,NPCFP40D,NPCFP40E,NPCFP40F,NPCFP40,NPCFP42,NPCFP43A,NPCFP44,NPCFP45,ORDEN.G,ORDEN.H,NPCHP2,NPCHP3,NPCHP4,NPCHP4A,NPCHP5,NPCHP6,NPCHP6A,NPCHP7,NPCHP10,NPCHP10A,NPCHP11,NPCHP11A,NPCHP12,NPCHP13A,NPCHP13B,NPCHP14,NPCHP15A,NPCHP15B,NPCHP16,NPCHP17,NPCHP19B,NPCHP20,NPCHP20A,NPCHP20B,NPCHP21A,NPCHP21AA,NPCHP21B,NPCHP21BA,NPCHP21CA,NPCHP22,NPCHP22A,NPCHP23,NPCHP23A,NPCHP24AA,NPCHP24AB,NPCHP24BA,NPCHP24BB,NPCHP28A,NPCHP28B,NPCHP31AA,NPCHP31AB,NPCHP31BA,NPCHP31BB,NPCHP31CA,NPCHP31CB,NPCHP31DA,NPCHP31DB,NPCHP31EA,NPCHP31EB,NPCHP31FA,NPCHP31FB,NPCHP32,NPCHP32A,NPCHP33,NPCHP34,NPCHP34A,NPCHP35A,NPCHP35C,NPCHP35E,NPCHP35I
11,101158,1011582,10115822,04SEP2017:00:00:00,11001,24.327.686.047,ENGATIVA,810.0,10.0,2,1.0,1,2,1,2,,2,2,2,2,2,2,3.0,2.0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,"6,00E+05",1,,3,,,2,1,1,1,,2.0,,,,1.0,1.0,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,,,,,,2,,2,,,2.0,2.0,2,2,15,3,3,10,15,40,40,2,30,2,,,,2,,,,2,,,,,,,,,,1.0,1,,,,,1.0,2,,,2,2,,2,,1,1.0,47000,1.0,,,1.0,45000,1.0,2,18,1,3,5.0,,2,,,1.0,1,,,,1,,,,,,2.0,1.0,5.0,8.0,,,2,,3.0,5.0,1,1.0,,,2.0,1,2,1.0,,,2.0,3.0,5.0,60.0,25000,1.0,1,2,1,2,2,1,1,1,5.0,1.0,2.0,1.0,3.0,1.0,1.0,,1,3.0,60000,2.0,2,,1,20000,2,,2,,,2,,,250000,1,1500000,,1.0,,,,,,,1.0,2.0,2.0,,,,1.0,2.0,,2.0,1.0,,,,,4.0,10.0,,1.0,450000,2.0,,2.0,,,10.0,,"3,11001E+11",,4.0,7.0,2.0,,,1.0,89000,1.0,1300000,120000,2.0,,1.0,"1,00E+05",,,,,,,15.0,6.0,15.0,12.0,35.0,20.0,0.0,0.0,13.0,0.0,3.0,2.0,,,,,,1.0,2.0,1.0,2.0
12,101189,1011891,10118916,08SEP2017:00:00:00,11001,34.452.684.873,SAN CRISTOBAL,32.0,4.0,2,1.0,1,2,2,3,,2,2,2,2,2,2,2.0,3.0,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,,,,,,,"4,00E+05",1,,3,,,6,4,3,3,,2.0,,,,2.0,2.0,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,,,,,,2,,1,1.0,1.0,5.0,5.0,1,60,2,5,5,30,5,20,20,20,20,1,80000,2.0,2.0,1,40000,2.0,2.0,1,30000,2.0,2.0,2.0,,2.0,,32740,1.0,1.0,1,2.0,,42170,1.0,1.0,2,,,2,1,1.0,2,,1,2.0,60000,2.0,,,1.0,25000,2.0,6,17,2,14,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,10.0,,2,,2.0,,,2,6,3.0,,,2.0,3.0,5.0,10.0,,,3,2,1,2,1,2,3,2,,,,,,,,,2,,,,2,,1,0,2,,1,0,,2,,,0,1,270000,,2.0,,,,2.0,,,1.0,2.0,2.0,2.0,,,1.0,2.0,,6.0,1.0,,,,,4.0,11.0,,2.0,,2.0,,1.0,,,4.0,"1,11001E+11",,,1.0,15.0,2.0,,,2.0,,1.0,150000,,1.0,15000,2.0,,,,,,,,0.0,4.0,0.0,0.0,20.0,10.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,4.0,,,,,,,
13,101200,1012001,10120013,04SEP2017:00:00:00,11001,18.603.916.274,USME,812.0,5.0,1,,2,2,1,1,,1,1,1,1,2,1,1.0,3.0,4,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,,1.0,1.5e+08,1991.0,,"4,00E+05",,2,3.0,3,,,3,3,2,2,,2.0,,,,1.0,1.0,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,,,,,,2,,2,,,10.0,15.0,15,60,10,60,15,15,30,60,60,30,30,1,12000,2.0,2.0,1,11000,2.0,2.0,1,7000,2.0,2.0,2.0,,2.0,,20000,2.0,2.0,1,2.0,,27000,2.0,2.0,1,40000,2.0,2,2,,2,,2,,,,,,1.0,25000,2.0,3,24,1,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,99.0,,1,1.0,,,2.0,1,3,,5.0,,,,,,,,2,2,2,2,2,2,3,1,0.0,9.0,,,,,,,2,,,,2,,2,,2,,2,,,2,,,10000,2,,,1.0,,,,,,,2.0,2.0,2.0,,,,1.0,1.0,,3.0,2.0,6.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,30.0,12.0,,,6.0,6.0,3.0,1.0,,,,,,2.0,2.0,2.0,2.0
14,101208,1012081,10120812,08SEP2017:00:00:00,11001,15.262.601.216,USME,812.0,5.0,2,1.0,1,1,1,3,,2,2,2,2,2,1,2.0,3.0,4,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,,1.0,"1,00E+08",2004.0,,"5,00E+05",,2,3.0,1,70000,,3,3,3,3,,2.0,,,16.0,2.0,2.0,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,,,,,,1,1.0,1,3.0,3.0,3.0,5.0,5,120,5,1,2,15,20,40,40,40,10,1,18000,2.0,2.0,1,15000,2.0,2.0,1,10000,2.0,2.0,2.0,,2.0,,30000,2.0,2.0,1,2.0,,5000,2.0,2.0,1,50000,2.0,2,1,3.0,2,,1,2.0,50000,2.0,,,1.0,23000,2.0,2,14,1,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,4.0,,1,1.0,,,,1,2,3.0,,,1.0,2.0,,30.0,,,2,2,1,2,2,2,1,2,,,,,,,,,2,,,,2,,1,0,1,0,2,,,1,2000,,5000,2,,,1.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,3.0,9.0,,2.0,,1.0,80000,1.0,,,15.0,"1,11001E+11",,,1.0,60.0,1.0,0.0,1500.0,2.0,,1.0,"3,00E+05",,1.0,20000,2.0,,,,,,,,20.0,6.0,20.0,8.0,40.0,16.0,10.0,4.0,4.0,10.0,5.0,2.0,1.0,1.0,,,,,,,
15,101238,1012381,10123812,08SEP2017:00:00:00,11001,62.760.962.667,USME,52.0,5.0,3,2.0,2,2,1,1,,1,1,2,2,1,1,1.0,2.0,6,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,,,,,,,"2,00E+05",1,,3,,,2,3,2,2,,3.0,28000,,,1.0,1.0,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,,,,,,2,,2,,,40.0,40.0,20,1,1,1,1,1,1,1,9,9,9,1,36000,2.0,2.0,1,32000,2.0,2.0,3,,,,2.0,,2.0,,18000,2.0,2.0,2,,,,,,2,,,1,1,2.0,2,,2,,,,,,3.0,,,2,27,2,14,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,99.0,,2,,99.0,,1.0,2,2,,7.0,,,,,,,,2,2,2,2,2,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,4.0,6.0,,,2.0,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,1.0,,,,,7.0,4.0,6.0,,,,,1.0,,,,,,,,6.0,2.0,,,2.0,,2.0,,,2.0,,2.0,,,,,,,,2.0,0.0,2.0,1.0,5.0,6.0,0.0,8.0,2.0,0.0,1.0,2.0,,,,,,2.0,1.0,2.0,1.0
16,101270,1012701,10127011,04SEP2017:00:00:00,11001,18.561.970.463,TUNJUELITO,62.0,6.0,2,1.0,1,2,1,3,,2,2,1,2,2,2,3.0,2.0,4,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,,1.0,"4,00E+08",1969.0,,"5,00E+05",,2,3.0,3,,,2,4,2,2,,2.0,,,,1.0,1.0,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,,,,,,2,,1,3.0,0.0,3.0,3.0,3,45,4,3,3,5,5,5,15,5,15,1,218000,2.0,2.0,1,66000,2.0,2.0,1,22000,2.0,2.0,1.0,3.0,1.0,2.0,190000,2.0,1.0,1,2.0,,33000,2.0,1.0,1,35000,2.0,2,2,,2,,2,,,,2.0,1.0,,,,1,74,2,1,3.0,,3,25.0,25123.0,2.0,2,25.0,25123.0,,2,2.0,,,,,1.0,,,,,,3,,1.0,2.0,3,,10.0,,1.0,2,1,1.0,,,2.0,3.0,1.0,46.0,,,3,2,1,2,1,2,1,2,,,,1.0,2.0,1.0,2.0,,2,,,,2,,1,2900,2,,2,,,1,2900,,2900,2,,,4.0,1.0,,,2.0,2.0,,1.0,2.0,2.0,,,,,,,1.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,0.0,20.0,8.0,,,0.0,0.0,2.0,2.0,,,,,,2.0,2.0,2.0,2.0
17,101281,1012811,10128111,10SEP2017:00:00:00,11001,26.942.297.317,TUNJUELITO,62.0,6.0,1,,1,2,1,3,,2,2,2,2,2,2,3.0,3.0,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,,,,,,,450000,1,,3,,,4,2,2,2,,2.0,,,,1.0,1.0,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,,,,,,1,0.0,1,1.0,0.0,5.0,5.0,5,30,10,5,5,5,4,5,98,5,5,1,250000,2.0,2.0,1,250000,2.0,2.0,1,26000,2.0,2.0,1.0,3.0,1.0,3.0,180000,2.0,2.0,1,1.0,3.0,90000,2.0,1.0,1,22000,2.0,2,1,1.0,2,,1,1.0,60000,2.0,,,1.0,30000,2.0,1,28,1,1,1.0,2.0,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,1.0,3.0,3,,1.0,2.0,2.0,1,1,,3.0,,,,,,,,2,2,1,1,2,2,1,2,,,,,,,,,2,,,,2,,2,,2,,1,"1,00E+05",,2,,,0,1,190000,,2.0,,1.0,6.0,,,,1.0,2.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,7.0,5.0,5.0,,,,,1.0,,,,,,,,90.0,2.0,,,2.0,,1.0,"3,00E+05",,1.0,20000,2.0,,,,,,,,10.0,10.0,10.0,12.0,40.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,1.0,1.0,1.0,1.0
18,101291,1012911,10129118,05SEP2017:00:00:00,11001,71.165.385.187,CIUDAD BOLIVAR,69.0,19.0,2,1.0,1,2,2,1,,1,1,1,1,1,1,1.0,3.0,6,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,3,,,,,,,"2,00E+05",2,3.0,3,,,8,3,2,2,,2.0,,,,1.0,1.0,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,,,,,,2,,2,,,15.0,2.0,30,60,3,4,30,40,10,30,60,99,60,1,35000,2.0,2.0,1,15000,2.0,2.0,1,17000,2.0,2.0,2.0,,2.0,,10500,2.0,2.0,1,2.0,,36000,2.0,1.0,1,45000,2.0,2,2,,2,,2,,,,1.0,1.0,,,,8,16,2,14,5.0,,2,,,1.0,1,,,,1,,,,,,2.0,1.0,8.0,8.0,,,2,,1.0,3.0,2,,1.0,2.0,,2,8,1.0,,,2.0,3.0,5.0,60.0,,,3,2,2,1,2,1,3,2,,,,,,,,,2,,,,2,,2,,1,0,1,0,,2,,,6000,2,,,2.0,,,,2.0,,,2.0,2.0,2.0,2.0,,,1.0,2.0,,8.0,2.0,7.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,10.0,8.0,40.0,16.0,,,5.0,5.0,0.0,0.0,1.0,1.0,,,,,,,
19,101296,1012961,10129614,07SEP2017:00:00:00,11001,70.853.979.532,CIUDAD BOLIVAR,69.0,19.0,2,1.0,1,2,1,3,,1,1,2,1,1,1,2.0,3.0,6,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,"6,00E+05",1.0,"8,00E+07",2013.0,"7,00E+07","7,00E+05",,1,,3,,,10,2,2,1,,2.0,,,,2.0,,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,,,,,,2,,2,,,10.0,10.0,10,60,60,10,15,60,40,60,60,60,60,1,110000,2.0,2.0,1,16000,2.0,2.0,1,14000,2.0,2.0,2.0,,2.0,,30000,2.0,2.0,1,2.0,,38000,2.0,1.0,2,,,1,2,,2,,1,2.0,46000,2.0,,,,,,4,27,2,8,2.0,3.0,3,15.0,15842.0,2.0,1,,,,2,2.0,,,,,2.0,1.0,8.0,8.0,,,2,,99.0,,2,,2.0,,1.0,2,4,1.0,,36000,2.0,2.0,,15.0,,,2,2,1,2,2,2,3,2,,,,,,,,,1,1.0,0,2.0,1,1.0,1,0,1,0,2,,0,1,0,,6000,2,,,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,,4.0,2.0,12.0,5.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,0.0,40.0,24.0,,,0.0,0.0,1.0,0.0,,,,,,2.0,2.0,2.0,2.0
20,101397,1013971,10139713,11SEP2017:00:00:00,11001,93.496.900.586,SUBA,27.0,11.0,2,1.0,1,2,2,4,2.0,2,2,2,2,2,2,2.0,3.0,4,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,3,,,,,,,435000,1,,3,,,6,3,2,1,,2.0,,,,1.0,1.0,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,,,,,,1,1.0,2,,,5.0,5.0,5,90,3,2,2,5,20,46,60,60,10,1,106000,2.0,2.0,1,98,,,1,98,,,1.0,4.0,1.0,4.0,47000,2.0,2.0,1,1.0,4.0,26000,2.0,1.0,2,,,2,2,,2,,2,,,,1.0,2.0,,,,3,13,2,3,5.0,,3,23.0,23001.0,2.0,2,23.0,23001.0,,2,2.0,,,,,1.0,,,,,,1,1.0,,,1,2.0,,,,2,3,,8.0,,,,,,,,2,2,1,2,2,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,2.0,,,,,,,,,,2.0,,,,,,3.0,1.0,,,,,3.0,7.0,,2.0,,2.0,,1.0,,,11.0,"1,11769E+11",,,2.0,20.0,1.0,0.0,2500.0,2.0,,1.0,"2,00E+05",,1.0,10000,2.0,,,,,,,,0.0,8.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,,,,,,,
21,101406,1014061,10140612,07SEP2017:00:00:00,11001,18.937.630.471,SUBA,28.0,11.0,4,1.0,1,2,1,2,,2,2,2,2,2,2,2.0,3.0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,"7,00E+05",1,,3,,,4,5,3,3,,2.0,,,,1.0,1.0,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,,,,,,1,1.0,1,1.0,1.0,20.0,60.0,6,60,30,6,10,15,30,60,60,45,90,1,30000,2.0,2.0,1,15000,2.0,2.0,1,12000,2.0,2.0,1.0,2.0,1.0,2.0,40000,2.0,2.0,1,1.0,2.0,30000,2.0,2.0,2,,,2,1,1.0,2,,1,2.0,20000,2.0,,,1.0,20000,2.0,2,27,2,2,2.0,1.0,3,13.0,13744.0,1.0,2,13.0,13744.0,,2,2.0,,,,,1.0,,,,,,2,,2.0,,2,,2.0,,1.0,2,2,3.0,,,2.0,2.0,,90.0,,,3,2,2,2,2,2,1,2,,,,,,,,,2,,,,1,4.0,2,,2,,1,2900,,2,,,2900,2,,,4.0,1.0,,,2.0,,,2.0,2.0,2.0,1.0,,19.0,1.0,2.0,,2.0,2.0,8.0,5.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,1.0,40.0,16.0,,,0.0,0.0,0.0,1.0,,,,,,2.0,2.0,2.0,2.0
22,101419,1014191,10141911,04SEP2017:00:00:00,11001,59.217.521.689,BARRIOS UNIDOS,21.0,12.0,2,1.0,1,2,1,2,,2,2,2,2,2,1,4.0,2.0,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,,1.0,1.2e+08,1996.0,,"2,00E+06",,2,1.0,3,,,6,8,3,3,,2.0,,,,5.0,2.0,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,,,,,,2,,1,4.0,4.0,7.0,7.0,7,40,3,10,10,10,20,30,30,2,11,1,450000,2.0,2.0,1,295000,2.0,2.0,1,53000,2.0,2.0,2.0,,2.0,,150000,2.0,2.0,1,2.0,,72000,2.0,1.0,1,80000,2.0,1,1,2.0,2,,1,1.0,53000,2.0,,,1.0,180000,2.0,1,66,1,1,4.0,,2,,,1.0,1,,,,1,,,,,,2.0,2.0,,7.0,,,3,,2.0,,3,,4.0,,2.0,1,1,1.0,,"3,00E+05",2.0,1.0,,11.0,380000,1.0,2,1,2,2,2,2,1,2,,,,,,,,,2,,,,2,,2,,1,0,2,,,2,,,0,2,,,1.0,,,,,,2.0,1.0,2.0,1.0,,,,,,,1.0,1.0,,,,,8.0,1.0,5.0,,,,,2.0,,,,,,,,30.0,2.0,,,2.0,,2.0,,,1.0,"2,00E+05",2.0,,,,,,,,0.0,3.0,0.0,0.0,30.0,12.0,30.0,16.0,48.0,30.0,15.0,8.0,,,,,,2.0,2.0,2.0,2.0
23,101419,1014191,10141912,04SEP2017:00:00:00,11001,59.217.521.689,BARRIOS UNIDOS,21.0,12.0,2,1.0,1,2,1,2,,2,2,2,2,2,1,4.0,2.0,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,,1.0,1.2e+08,1996.0,,"2,00E+06",,2,1.0,3,,,6,8,3,3,,2.0,,,,5.0,2.0,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,2,,,,,,2,,1,4.0,4.0,7.0,7.0,7,40,3,10,10,10,20,30,30,2,11,1,450000,2.0,2.0,1,295000,2.0,2.0,1,53000,2.0,2.0,2.0,,2.0,,150000,2.0,2.0,1,2.0,,72000,2.0,1.0,1,80000,2.0,1,1,2.0,2,,1,1.0,53000,2.0,,,1.0,180000,2.0,2,19,2,3,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,1,1.0,,,2,,7.0,4.0,1.0,2,2,1.0,,,2.0,2.0,,10.0,480000,1.0,1,2,2,1,2,2,2,2,,,,,,,,,2,,,,2,,1,10300,1,10300,2,,,1,0,,80000,2,,,1.0,,,,2.0,,,1.0,2.0,2.0,2.0,,,1.0,1.0,,2.0,1.0,,,,,7.0,1.0,0.0,,,,,1.0,,,,,,,,40.0,2.0,,,1.0,1200000,1.0,"2,00E+05",,1.0,20000,2.0,,"6,00E+06",3.0,,,,,7.0,1.0,7.0,5.0,27.0,10.0,60.0,5.0,110.0,60.0,7.0,3.0,,,,,,2.0,1.0,1.0,1.0
24,101420,1014201,10142011,05SEP2017:00:00:00,11001,32.316.012.408,BARRIOS UNIDOS,21.0,12.0,2,1.0,1,2,1,2,,1,2,2,2,2,2,4.0,3.0,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,,1.0,2.8e+08,1983.0,,"1,00E+06",,2,1.0,1,50000,,2,2,2,2,,2.0,,,,2.0,2.0,2,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,,,,,,2,,2,,,2.0,2.0,2,30,10,5,5,5,15,30,30,2,5,1,120000,2.0,2.0,1,45000,2.0,2.0,1,20000,2.0,2.0,2.0,,2.0,,23000,2.0,2.0,1,2.0,,15000,2.0,1.0,2,,,2,2,,2,,2,,,,,,1.0,25000,2.0,1,63,1,1,6.0,2.0,3,25.0,25596.0,1.0,2,25.0,25269.0,,2,2.0,,,,,1.0,,,,,,3,,2.0,,2,,4.0,,2.0,1,1,1.0,,250000,2.0,3.0,5.0,20.0,,,3,2,1,2,1,2,3,2,,,,,,,,,2,,,,2,,2,,2,,2,,,2,,,0,2,,,1.0,,,,,,2.0,1.0,2.0,2.0,,,,,,,1.0,2.0,,9.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,0.0,35.0,14.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
25,101443,1014431,10144311,11SEP2017:00:00:00,11001,66.949.940.189,ENGATIVA,30.0,10.0,2,1.0,1,2,1,2,,2,2,2,2,2,1,3.0,3.0,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,,2.0,1.3e+08,1980.0,,"1,00E+06",,2,3.0,3,,,3,4,3,3,,2.0,,,,2.0,1.0,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,,,,,,2,,2,,,10.0,5.0,2,40,2,2,2,5,5,50,50,2,20,1,35000,2.0,2.0,1,35000,2.0,2.0,1,20000,2.0,2.0,2.0,,2.0,,72000,2.0,2.0,1,2.0,,11000,2.0,1.0,2,,,1,2,,2,,2,,,,1.0,2.0,,,,1,36,1,1,5.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,2,,6.0,,2,,3.0,1.0,2.0,1,1,1.0,,68000,2.0,2.0,,40.0,,,2,2,2,2,2,2,1,2,,,,,,,,,2,,,,2,,1,2900,2,,2,,,2,,,0,2,,,1.0,,,,,,,2.0,2.0,2.0,,,,,,,1.0,2.0,,5.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,40.0,16.0,,,10.0,10.0,5.0,0.0,,,,,,2.0,2.0,2.0,2.0
26,101445,1014451,10144511,04SEP2017:00:00:00,11001,86.473.808.688,ENGATIVA,73.0,10.0,3,1.0,1,1,1,3,,2,2,1,2,2,1,3.0,3.0,4,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,,,,,,,"1,00E+06",2,3.0,2,,,4,6,4,4,,2.0,,,,2.0,2.0,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,1,2.0,0.0,2.0,,2.0,2,,1,1.0,1.0,2.0,2.0,5,5,1,1,2,15,15,15,15,5,20,1,80000,2.0,2.0,1,50000,2.0,2.0,1,30000,2.0,2.0,2.0,,2.0,,80000,2.0,2.0,1,2.0,,52000,2.0,1.0,1,80000,2.0,2,1,2.0,2,,1,2.0,90000,2.0,,,1.0,30000,2.0,1,82,2,1,3.0,,2,,,1.0,1,,,,1,,,,,,1.0,,,,,,3,,4.0,,3,,99.0,,1.0,2,1,1.0,,"6,00E+05",2.0,3.0,1.0,15.0,,,3,1,1,2,1,2,1,2,,,,,,,,,2,,,,2,,1,30000,2,,2,,,2,,,"2,00E+05",2,,,4.0,1.0,,,2.0,2.0,,1.0,2.0,1.0,,,,,,,1.0,2.0,,5.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,0.0,20.0,8.0,,,0.0,0.0,0.0,0.0,,,,,,2.0,2.0,2.0,2.0
